0.000000 0.000000 0.000000 0.000000 0.000000
-68	-19	-502	0.318	5
-80	-64	-504	0.319	6
-92	-62	-503	0.318	7
-106	-66	-503	0.318	8
-88	-100	-486	0.318	9
-44	-76	-495	0.319	10
-54	-59	-506	0.319	11
-45	-87	-502	0.327	12
-65	-60	-524	0.338	13
-36	-76	-510	0.349	14
-33	-64	-515	0.362	15
-34	-55	-513	0.376	16
-31	-70	-508	0.393	17
-23	-61	-521	0.409	18
-21	-62	-503	0.427	19
-7	-69	-511	0.444	20
-13	-55	-513	0.459	21
-14	-62	-514	0.475	22
-11	-57	-514	0.490	23
-11	-53	-514	0.504	24
-14	-55	-513	0.516	25
-11	-56	-513	0.528	26
-10	-58	-515	0.538	27
-9	-60	-515	0.546	28
-10	-55	-515	0.554	29
-9	-56	-514	0.562	30
-11	-62	-514	0.567	31
-10	-61	-513	0.575	32
-10	-59	-514	0.580	33
-9	-63	-514	0.584	34
-10	-62	-513	0.590	35
-10	-62	-513	0.594	36
-9	-62	-514	0.599	37
-9	-62	-514	0.605	38
-9	-62	-514	0.608	39
-10	-62	-514	0.612	40
-10	-61	-515	0.616	41
-10	-63	-514	0.617	42
-9	-63	-514	0.622	43
-9	-63	-514	0.624	44
-9	-63	-514	0.629	45
-8	-64	-514	0.631	46
-10	-64	-515	0.633	47
-10	-66	-514	0.636	48
-11	-68	-512	0.637	49
-11	-68	-513	0.640	50
-11	-66	-513	0.642	51
-10	-65	-514	0.643	52
-10	-67	-514	0.647	53
-9	-66	-514	0.648	54
-10	-67	-514	0.650	55
-10	-67	-513	0.651	56
-11	-65	-514	0.654	57
-11	-67	-514	0.654	58
-11	-68	-513	0.656	59
-10	-68	-514	0.656	60
-11	-69	-513	0.657	61
-11	-71	-512	0.659	62
-11	-69	-513	0.661	63
-10	-69	-514	0.662	64
-9	-71	-513	0.664	65
-10	-70	-514	0.663	66
-10	-71	-513	0.664	67
-11	-73	-511	0.665	68
-11	-70	-514	0.666	69
-10	-71	-513	0.668	70
-10	-71	-514	0.667	71
-10	-71	-513	0.669	72
-10	-72	-513	0.669	73
-10	-73	-513	0.670	74
-10	-73	-513	0.672	75
-9	-71	-514	0.671	76
-9	-73	-514	0.672	77
-10	-73	-513	0.672	78
-10	-74	-514	0.673	79
-11	-74	-513	0.674	80
-11	-73	-514	0.675	81
-10	-73	-514	0.675	82
-10	-74	-513	0.675	83
-10	-73	-514	0.676	84
-10	-75	-513	0.675	85
-9	-73	-514	0.676	86
-10	-76	-512	0.675	87
-9	-73	-515	0.678	88
-11	-73	-514	0.679	89
-11	-74	-514	0.678	90
-10	-76	-513	0.677	91
-10	-75	-513	0.679	92
-9	-75	-514	0.679	93
-10	-75	-514	0.679	94
-10	-76	-514	0.680	95
-10	-75	-514	0.679	96
-10	-76	-513	0.679	97
-11	-77	-513	0.679	98
-10	-77	-514	0.680	99
-10	-77	-513	0.679	100
-10	-77	-512	0.681	101
-11	-78	-511	0.680	102
-10	-78	-511	0.680	103
-10	-77	-513	0.682	104
-9	-76	-514	0.680	105
-10	-77	-514	0.680	106
-10	-77	-513	0.682	107
-11	-77	-513	0.681	108
-11	-77	-513	0.683	109
-10	-77	-512	0.683	110
-10	-78	-513	0.683	111
-10	-76	-514	0.685	112
-11	-76	-513	0.685	113
-11	-77	-513	0.684	114
-11	-78	-512	0.685	115
-10	-76	-513	0.687	116
-11	-77	-513	0.687	117
-10	-76	-513	0.685	118
-10	-77	-513	0.687	119
-11	-78	-512	0.685	120
-10	-77	-513	0.686	121
-10	-78	-513	0.685	122
-10	-77	-513	0.686	123
-9	-76	-513	0.687	124
-10	-77	-514	0.687	125
-10	-76	-514	0.687	126
-10	-75	-514	0.685	127
-10	-76	-514	0.687	128
-10	-75	-514	0.687	129
-10	-76	-514	0.685	130
-10	-76	-513	0.687	131
-11	-77	-511	0.687	132
-10	-77	-512	0.687	133
-11	-76	-512	0.687	134
-10	-76	-513	0.687	135
-10	-77	-513	0.687	136
-10	-76	-513	0.688	137
-10	-77	-514	0.688	138
-9	-76	-514	0.687	139
-10	-77	-513	0.687	140
-10	-78	-512	0.687	141
-10	-78	-512	0.688	142
-9	-76	-513	0.687	143
-9	-76	-514	0.687	144
-9	-77	-513	0.687	145
-9	-78	-513	0.687	146
-9	-77	-513	0.687	147
-10	-79	-513	0.687	148
-9	-77	-514	0.687	149
-10	-81	-510	0.688	150
-10	-78	-513	0.687	151
-11	-78	-513	0.688	152
-11	-78	-513	0.687	153
-9	-76	-513	0.687	154
-10	-77	-513	0.686	155
-10	-78	-514	0.687	156
-11	-82	-510	0.685	157
-10	-78	-514	0.686	158
-10	-77	-514	0.687	159
-11	-77	-513	0.687	160
-10	-77	-513	0.686	161
-9	-75	-513	0.685	162
-10	-76	-513	0.685	163
-9	-76	-513	0.685	164
-11	-77	-512	0.685	165
-10	-75	-513	0.687	166
-10	-77	-511	0.685	167
-10	-77	-512	0.685	168
-10	-77	-512	0.685	169
-10	-77	-512	0.685	170
-10	-76	-512	0.687	171
-10	-77	-512	0.686	172
-9	-76	-513	0.685	173
-10	-75	-514	0.687	174
-10	-76	-513	0.687	175
-9	-76	-513	0.687	176
-10	-78	-512	0.687	177
-9	-74	-514	0.687	178
-10	-74	-514	0.688	179
-10	-72	-513	0.684	180
-10	-72	-513	0.686	181
-8	-72	-514	0.685	182
-9	-73	-512	0.686	183
-9	-74	-513	0.685	184
-9	-73	-512	0.687	185
-8	-71	-514	0.687	186
-10	-74	-512	0.685	187
-10	-72	-513	0.687	188
-10	-73	-513	0.685	189
-9	-74	-512	0.686	190
-10	-73	-514	0.687	191
-10	-74	-513	0.687	192
-9	-74	-513	0.687	193
-9	-73	-513	0.687	194
-9	-73	-513	0.687	195
-9	-74	-513	0.687	196
-9	-73	-513	0.685	197
-9	-74	-512	0.687	198
-9	-72	-514	0.685	199
-9	-74	-513	0.687	200
-9	-74	-514	0.688	201
-9	-74	-513	0.686	202
-9	-74	-514	0.687	203
-9	-74	-513	0.685	204
-10	-75	-512	0.685	205
-10	-75	-512	0.686	206
-9	-75	-513	0.685	207
-9	-75	-512	0.685	208
-9	-75	-513	0.686	209
-10	-75	-513	0.686	210
-10	-74	-513	0.686	211
-9	-74	-513	0.685	212
-10	-76	-513	0.687	213
-10	-76	-512	0.685	214
-9	-76	-513	0.685	215
-10	-76	-513	0.687	216
-9	-74	-514	0.684	217
-10	-74	-513	0.684	218
-10	-75	-513	0.686	219
-10	-73	-514	0.685	220
-10	-74	-514	0.685	221
-10	-74	-513	0.685	222
-10	-75	-513	0.685	223
-10	-75	-513	0.683	224
-10	-75	-512	0.684	225
-10	-75	-513	0.683	226
-10	-74	-513	0.683	227
-9	-74	-513	0.682	228
-9	-74	-513	0.682	229
-10	-74	-513	0.680	230
-9	-75	-513	0.678	231
-9	-74	-513	0.679	232
-9	-74	-513	0.679	233
-9	-74	-513	0.679	234
-10	-74	-513	0.679	235
-9	-74	-512	0.679	236
-9	-75	-512	0.679	237
-9	-74	-512	0.679	238
-9	-76	-512	0.682	239
-8	-76	-513	0.681	240
-8	-74	-513	0.683	241
-9	-74	-513	0.682	242
-9	-74	-513	0.683	243
-9	-74	-513	0.684	244
-9	-73	-513	0.683	245
-9	-75	-511	0.683	246
-9	-73	-514	0.682	247
-9	-74	-513	0.683	248
-9	-73	-513	0.681	249
-9	-73	-514	0.681	250
-9	-72	-514	0.683	251
-9	-73	-513	0.683	252
-9	-72	-513	0.681	253
-9	-73	-513	0.681	254
-8	-73	-513	0.682	255
-9	-71	-514	0.681	256
-9	-73	-513	0.680	257
-9	-73	-512	0.680	258
-9	-73	-513	0.679	259
-8	-73	-512	0.677	260
-8	-73	-513	0.677	261
-8	-72	-513	0.677	262
-9	-71	-514	0.676	263
-10	-72	-512	0.674	264
-9	-70	-513	0.675	265
-9	-72	-513	0.674	266
-9	-73	-513	0.671	267
-9	-73	-513	0.674	268
-9	-73	-512	0.672	269
-9	-72	-513	0.671	270
-9	-71	-514	0.670	271
-9	-72	-513	0.672	272
-10	-71	-515	0.671	273
-10	-74	-513	0.670	274
-9	-72	-512	0.670	275
-9	-71	-512	0.670	276
-9	-72	-513	0.670	277
-9	-72	-513	0.672	278
-8	-71	-513	0.670	279
-9	-71	-513	0.670	280
-9	-71	-512	0.670	281
-9	-70	-513	0.670	282
-9	-71	-512	0.670	283
-8	-70	-514	0.671	284
-9	-71	-513	0.670	285
-9	-71	-514	0.671	286
-9	-70	-514	0.671	287
-9	-71	-513	0.674	288
-9	-70	-514	0.674	289
-10	-71	-513	0.674	290
-9	-70	-513	0.675	291
-10	-70	-514	0.675	292
-9	-71	-514	0.675	293
-9	-71	-513	0.675	294
-8	-71	-513	0.675	295
-9	-71	-513	0.675	296
-9	-71	-513	0.676	297
-9	-72	-512	0.675	298
-10	-72	-513	0.675	299
-9	-72	-514	0.674	300
-9	-72	-513	0.675	301
-8	-73	-513	0.675	302
-10	-74	-511	0.675	303
-8	-72	-513	0.675	304
-8	-72	-514	0.675	305
-9	-73	-513	0.674	306
-9	-72	-513	0.674	307
-8	-72	-514	0.674	308
-8	-74	-513	0.675	309
-9	-74	-512	0.673	310
-9	-72	-514	0.675	311
-9	-73	-512	0.675	312
-8	-72	-513	0.675	313
-10	-71	-513	0.674	314
-9	-71	-514	0.675	315
-10	-71	-513	0.675	316
-9	-71	-513	0.674	317
-9	-73	-513	0.675	318
-8	-71	-514	0.675	319
-8	-71	-514	0.675	320
-7	-70	-514	0.675	321
-9	-70	-514	0.675	322
-8	-70	-513	0.675	323
-8	-69	-514	0.675	324
-9	-70	-514	0.675	325
-9	-70	-514	0.677	326
-7	-71	-514	0.677	327
-8	-72	-513	0.677	328
-8	-71	-513	0.676	329
-8	-71	-513	0.676	330
-8	-71	-513	0.678	331
-9	-70	-514	0.677	332
-8	-70	-513	0.678	333
-9	-71	-513	0.678	334
-8	-71	-513	0.678	335
-8	-70	-514	0.679	336
-8	-72	-513	0.678	337
-8	-71	-514	0.679	338
-8	-71	-513	0.678	339
-8	-72	-513	0.679	340
-8	-71	-513	0.681	341
-7	-70	-514	0.679	342
-7	-70	-513	0.679	343
-7	-70	-514	0.679	344
-7	-71	-513	0.679	345
-8	-71	-513	0.678	346
-8	-72	-513	0.680	347
-8	-72	-513	0.679	348
-7	-71	-513	0.679	349
-8	-71	-513	0.679	350
-8	-71	-513	0.679	351
-7	-70	-514	0.680	352
-8	-71	-513	0.679	353
-7	-69	-514	0.680	354
-8	-70	-514	0.679	355
-7	-70	-513	0.680	356
